Cancer,Articles,Country,ASR,Norm_articles
Kidney cancer,0,Botswana,0.95,0.0
Laryngeal cancer,0,Botswana,2.1,0.0
Leukemia,0,Botswana,1.5,0.0
Liver cancer,0,Botswana,1.6,0.0
Lung cancer,0,Botswana,3.6,0.0
Mesothelioma,0,Botswana,0.0,0.0
Mouth cancer,0,Botswana,4.0,0.0
Multiple myeloma,0,Botswana,1.1,0.0
Non-Hodgkin lymphoma,0,Botswana,4.3,0.0
Ovarian cancer,0,Botswana,2.8,0.0
Pancreatic cancer,0,Botswana,0.75,0.0
Penile cancer,0,Botswana,3.9,0.0
Prostate cancer,0,Botswana,23.9,0.0
Rectal cancer,0,Botswana,1.6,0.0
Salivary gland cancer,0,Botswana,0.37,0.0
Skin cancer,0,Botswana,6.5,0.0
Stomach cancer,0,Botswana,1.3,0.0
Testicular cancer,0,Botswana,0.07,0.0
Throat cancer,0,Botswana,1.52,0.0
Thyroid cancer,0,Botswana,0.47,0.0
Uterine cancer,0,Botswana,4.1,0.0
Vaginal cancer,0,Botswana,0.6,0.0
Vulvar cancer,0,Botswana,2.6,0.0
Anal cancer,0,North Korea,0.09,0.0
Bladder cancer,0,North Korea,4.1,0.0
Brain cancer,0,North Korea,3.3,0.0
Breast cancer,0,North Korea,32.3,0.0
Cervical cancer,0,North Korea,11.8,0.0
Colon cancer,0,North Korea,8.8,0.0
Colorectal cancer,0,North Korea,19.0,0.0
Esophageal cancer,0,North Korea,4.2,0.0
Gallbladder cancer,0,North Korea,2.5,0.0
Hodgkin lymphoma,0,North Korea,0.44,0.0
Kaposi sarcoma,0,North Korea,0.02,0.0
Kidney cancer,0,North Korea,3.2,0.0
Laryngeal cancer,0,North Korea,1.5,0.0
Leukemia,0,North Korea,4.7,0.0
Liver cancer,0,North Korea,16.4,0.0
Lung cancer,0,North Korea,38.4,0.0
Mesothelioma,0,North Korea,0.18,0.0
Mouth cancer,0,North Korea,0.89,0.0
Multiple myeloma,0,North Korea,0.56,0.0
Non-Hodgkin lymphoma,0,North Korea,2.0,0.0
Ovarian cancer,0,North Korea,5.9,0.0
Pancreatic cancer,0,North Korea,4.7,0.0
Penile cancer,0,North Korea,0.38,0.0
Prostate cancer,0,North Korea,3.7,0.0
Rectal cancer,0,North Korea,10.1,0.0
Salivary gland cancer,0,North Korea,0.33,0.0
Skin cancer,0,North Korea,1.11,0.0
Stomach cancer,0,North Korea,13.9,0.0
Testicular cancer,0,North Korea,0.39,0.0
Throat cancer,0,North Korea,1.43,0.0
Thyroid cancer,0,North Korea,3.3,0.0
Uterine cancer,0,North Korea,4.5,0.0
Vaginal cancer,0,North Korea,0.14,0.0
Vulvar cancer,0,North Korea,0.26,0.0
Anal cancer,0,Martinique,0.49,0.0
Bladder cancer,0,Martinique,3.0,0.0
Brain cancer,0,Martinique,2.1,0.0
Breast cancer,0,Martinique,77.2,0.0
Cervical cancer,0,Martinique,7.5,0.0
Colon cancer,0,Martinique,15.3,0.0
Colorectal cancer,0,Martinique,21.7,0.0
Esophageal cancer,0,Martinique,1.7,0.0
Gallbladder cancer,0,Martinique,0.68,0.0
Hodgkin lymphoma,0,Martinique,0.0,0.0
Kaposi sarcoma,0,Martinique,0.0,0.0
Kidney cancer,0,Martinique,3.8,0.0
Laryngeal cancer,0,Martinique,0.89,0.0
Leukemia,0,Martinique,6.5,0.0
Liver cancer,0,Martinique,3.6,0.0
Lung cancer,0,Martinique,9.0,0.0
Mesothelioma,0,Martinique,0.0,0.0
Mouth cancer,0,Martinique,2.1,0.0
Multiple myeloma,0,Martinique,6.2,0.0
Non-Hodgkin lymphoma,0,Martinique,4.4,0.0
Ovarian cancer,0,Martinique,3.5,0.0
Pancreatic cancer,0,Martinique,6.3,0.0
Penile cancer,0,Martinique,0.88,0.0
Prostate cancer,0,Martinique,134.3,0.0
Rectal cancer,0,Martinique,6.0,0.0
Salivary gland cancer,0,Martinique,0.12,0.0
Skin cancer,0,Martinique,10.3,0.0
Stomach cancer,0,Martinique,10.8,0.0
Testicular cancer,0,Martinique,0.0,0.0
Throat cancer,0,Martinique,2.17,0.0
Thyroid cancer,0,Martinique,5.7,0.0
Uterine cancer,0,Martinique,9.1,0.0
Vaginal cancer,0,Martinique,0.27,0.0
Vulvar cancer,0,Martinique,0.0,0.0
Anal cancer,0,Saudi Arabia,0.28,0.0
Bladder cancer,2,Saudi Arabia,3.2,0.0566567743938575
Brain cancer,2,Saudi Arabia,1.9,0.0566567743938575
Breast cancer,18,Saudi Arabia,25.3,0.5099109695447175
Cervical cancer,1,Saudi Arabia,2.4,0.02832838719692875
Colon cancer,1,Saudi Arabia,6.3,0.02832838719692875
Colorectal cancer,8,Saudi Arabia,11.7,0.22662709757543
Esophageal cancer,1,Saudi Arabia,1.0,0.02832838719692875
Gallbladder cancer,0,Saudi Arabia,0.72,0.0
Hodgkin lymphoma,5,Saudi Arabia,2.0,0.14164193598464375
Kaposi sarcoma,0,Saudi Arabia,0.26,0.0
Kidney cancer,1,Saudi Arabia,2.5,0.02832838719692875
Laryngeal cancer,0,Saudi Arabia,0.76,0.0
Leukemia,9,Saudi Arabia,4.8,0.25495548477235874
Liver cancer,5,Saudi Arabia,4.7,0.14164193598464375
Lung cancer,5,Saudi Arabia,4.3,0.14164193598464375
Mesothelioma,1,Saudi Arabia,0.13,0.02832838719692875
Mouth cancer,0,Saudi Arabia,1.7,0.0
Multiple myeloma,0,Saudi Arabia,1.0,0.0
Non-Hodgkin lymphoma,2,Saudi Arabia,6.0,0.0566567743938575
Ovarian cancer,1,Saudi Arabia,3.3,0.02832838719692875
Pancreatic cancer,0,Saudi Arabia,2.0,0.0
Penile cancer,0,Saudi Arabia,0.03,0.0
Prostate cancer,2,Saudi Arabia,5.9,0.0566567743938575
Rectal cancer,5,Saudi Arabia,5.1,0.14164193598464375
Salivary gland cancer,0,Saudi Arabia,0.22,0.0
Skin cancer,0,Saudi Arabia,1.49,0.0
Stomach cancer,0,Saudi Arabia,2.7,0.0
Testicular cancer,0,Saudi Arabia,0.8,0.0
Throat cancer,0,Saudi Arabia,1.66,0.0
Thyroid cancer,4,Saudi Arabia,6.6,0.113313548787715
Uterine cancer,0,Saudi Arabia,8.4,0.0
Vaginal cancer,0,Saudi Arabia,0.04,0.0
Vulvar cancer,0,Saudi Arabia,0.14,0.0
Anal cancer,0,Bosnia and Herzegovina,0.16,0.0
Bladder cancer,0,Bosnia and Herzegovina,9.2,0.0
Brain cancer,0,Bosnia and Herzegovina,6.6,0.0
Breast cancer,4,Bosnia and Herzegovina,51.9,1.168907071887785
Cervical cancer,0,Bosnia and Herzegovina,12.3,0.0
Colon cancer,1,Bosnia and Herzegovina,13.5,0.29222676797194624
Colorectal cancer,2,Bosnia and Herzegovina,26.3,0.5844535359438925
Esophageal cancer,0,Bosnia and Herzegovina,1.4,0.0
Gallbladder cancer,0,Bosnia and Herzegovina,1.5,0.0
Hodgkin lymphoma,0,Bosnia and Herzegovina,2.7,0.0
Kaposi sarcoma,0,Bosnia and Herzegovina,0.0,0.0
Kidney cancer,0,Bosnia and Herzegovina,5.3,0.0
Laryngeal cancer,0,Bosnia and Herzegovina,4.2,0.0
Leukemia,0,Bosnia and Herzegovina,4.9,0.0
Liver cancer,0,Bosnia and Herzegovina,6.6,0.0
Lung cancer,0,Bosnia and Herzegovina,36.1,0.0
Mesothelioma,0,Bosnia and Herzegovina,0.18,0.0
Mouth cancer,0,Bosnia and Herzegovina,2.3,0.0
Multiple myeloma,0,Bosnia and Herzegovina,1.2,0.0
Non-Hodgkin lymphoma,0,Bosnia and Herzegovina,3.6,0.0
Ovarian cancer,0,Bosnia and Herzegovina,9.8,0.0
Pancreatic cancer,0,Bosnia and Herzegovina,7.1,0.0
Penile cancer,0,Bosnia and Herzegovina,0.18,0.0
Prostate cancer,0,Bosnia and Herzegovina,24.5,0.0
Rectal cancer,0,Bosnia and Herzegovina,12.6,0.0
Salivary gland cancer,0,Bosnia and Herzegovina,0.6,0.0
Skin cancer,0,Bosnia and Herzegovina,12.1,0.0
Stomach cancer,0,Bosnia and Herzegovina,9.6,0.0
Testicular cancer,0,Bosnia and Herzegovina,6.9,0.0
Throat cancer,0,Bosnia and Herzegovina,1.65,0.0
Thyroid cancer,0,Bosnia and Herzegovina,2.9,0.0
Uterine cancer,0,Bosnia and Herzegovina,11.2,0.0
Vaginal cancer,0,Bosnia and Herzegovina,0.35,0.0
Vulvar cancer,0,Bosnia and Herzegovina,0.8,0.0
Anal cancer,0,Liberia,0.4,0.0
Bladder cancer,0,Liberia,0.67,0.0
Brain cancer,0,Liberia,2.4,0.0
Breast cancer,0,Liberia,33.6,0.0
Cervical cancer,0,Liberia,39.6,0.0
Colon cancer,0,Liberia,2.7,0.0
Colorectal cancer,0,Liberia,4.5,0.0
Esophageal cancer,0,Liberia,0.59,0.0
Gallbladder cancer,0,Liberia,0.29,0.0
Hodgkin lymphoma,0,Liberia,0.49,0.0
Kaposi sarcoma,0,Liberia,0.73,0.0
Kidney cancer,0,Liberia,0.9,0.0
Laryngeal cancer,0,Liberia,0.87,0.0
Leukemia,0,Liberia,1.2,0.0
Liver cancer,0,Liberia,14.8,0.0
Lung cancer,0,Liberia,2.7,0.0
Mesothelioma,0,Liberia,0.04,0.0
Mouth cancer,0,Liberia,1.2,0.0
Multiple myeloma,0,Liberia,0.57,0.0
Non-Hodgkin lymphoma,0,Liberia,3.6,0.0
Ovarian cancer,0,Liberia,3.3,0.0
Pancreatic cancer,0,Liberia,1.4,0.0
Penile cancer,0,Liberia,0.03,0.0
Prostate cancer,0,Liberia,38.6,0.0
Rectal cancer,0,Liberia,1.4,0.0
Salivary gland cancer,0,Liberia,0.23,0.0
Skin cancer,0,Liberia,2.74,0.0
Stomach cancer,0,Liberia,4.5,0.0
Testicular cancer,0,Liberia,0.06,0.0
Throat cancer,0,Liberia,0.32,0.0
Thyroid cancer,0,Liberia,0.74,0.0
Uterine cancer,0,Liberia,3.2,0.0
Vaginal cancer,0,Liberia,0.55,0.0
Vulvar cancer,0,Liberia,0.23,0.0
Anal cancer,0,Ukraine,0.45,0.0
Bladder cancer,0,Ukraine,6.3,0.0
Brain cancer,0,Ukraine,4.1,0.0
Breast cancer,5,Ukraine,43.1,0.15215142109427301
Cervical cancer,1,Ukraine,15.2,0.030430284218854603
Colon cancer,0,Ukraine,12.9,0.0
Colorectal cancer,2,Ukraine,24.2,0.060860568437709206
Esophageal cancer,0,Ukraine,3.2,0.0
Gallbladder cancer,0,Ukraine,0.61,0.0
Hodgkin lymphoma,0,Ukraine,2.0,0.0
Kaposi sarcoma,0,Ukraine,0.05,0.0
Kidney cancer,1,Ukraine,8.0,0.030430284218854603
Laryngeal cancer,0,Ukraine,3.5,0.0
Leukemia,4,Ukraine,5.7,0.12172113687541841
Liver cancer,1,Ukraine,2.6,0.030430284218854603
Lung cancer,1,Ukraine,20.6,0.030430284218854603
Mesothelioma,0,Ukraine,0.24,0.0
Mouth cancer,0,Ukraine,4.3,0.0
Multiple myeloma,0,Ukraine,1.3,0.0
Non-Hodgkin lymphoma,0,Ukraine,3.9,0.0
Ovarian cancer,0,Ukraine,11.0,0.0
Pancreatic cancer,1,Ukraine,6.4,0.030430284218854603
Penile cancer,0,Ukraine,0.71,0.0
Prostate cancer,0,Ukraine,26.4,0.0
Rectal cancer,3,Ukraine,10.9,0.09129085265656381
Salivary gland cancer,0,Ukraine,0.63,0.0
Skin cancer,1,Ukraine,9.3,0.030430284218854603
Stomach cancer,0,Ukraine,9.5,0.0
Testicular cancer,0,Ukraine,1.9,0.0
Throat cancer,0,Ukraine,4.07,0.0
Thyroid cancer,2,Ukraine,6.0,0.060860568437709206
Uterine cancer,0,Ukraine,19.4,0.0
Vaginal cancer,0,Ukraine,0.3,0.0
Vulvar cancer,0,Ukraine,1.1,0.0
Anal cancer,0,Niger,0.87,0.0
Bladder cancer,0,Niger,2.5,0.0
Brain cancer,0,Niger,0.82,0.0
Breast cancer,0,Niger,29.5,0.0
Cervical cancer,0,Niger,9.3,0.0
Colon cancer,0,Niger,3.3,0.0
Colorectal cancer,0,Niger,5.9,0.0
Esophageal cancer,0,Niger,0.95,0.0
Gallbladder cancer,0,Niger,0.23,0.0
Hodgkin lymphoma,0,Niger,0.12,0.0
Kaposi sarcoma,0,Niger,0.13,0.0
Kidney cancer,0,Niger,1.5,0.0
Laryngeal cancer,0,Niger,0.59,0.0
Leukemia,0,Niger,2.2,0.0
Liver cancer,0,Niger,9.8,0.0
Lung cancer,0,Niger,0.95,0.0
Mesothelioma,0,Niger,0.01,0.0
Mouth cancer,0,Niger,1.5,0.0
Multiple myeloma,0,Niger,0.1,0.0
Non-Hodgkin lymphoma,0,Niger,1.8,0.0
Ovarian cancer,0,Niger,7.7,0.0
Pancreatic cancer,0,Niger,3.4,0.0
Penile cancer,0,Niger,0.08,0.0
Prostate cancer,0,Niger,5.5,0.0
Rectal cancer,0,Niger,1.8,0.0
Salivary gland cancer,0,Niger,0.49,0.0
Skin cancer,0,Niger,2.52,0.0
Stomach cancer,0,Niger,3.1,0.0
Testicular cancer,0,Niger,0.59,0.0
Throat cancer,0,Niger,0.69,0.0
Thyroid cancer,0,Niger,1.0,0.0
Uterine cancer,0,Niger,2.5,0.0
Vaginal cancer,0,Niger,0.42,0.0
Vulvar cancer,0,Niger,0.24,0.0
Anal cancer,0,Guyana,0.13,0.0
Bladder cancer,0,Guyana,1.1,0.0
Brain cancer,0,Guyana,0.24,0.0
Breast cancer,0,Guyana,52.6,0.0
Cervical cancer,0,Guyana,30.3,0.0
Colon cancer,0,Guyana,7.3,0.0
Colorectal cancer,0,Guyana,8.8,0.0
Esophageal cancer,0,Guyana,0.79,0.0
Gallbladder cancer,0,Guyana,0.48,0.0
Hodgkin lymphoma,0,Guyana,0.0,0.0
Kaposi sarcoma,0,Guyana,0.0,0.0
Kidney cancer,0,Guyana,1.9,0.0
Laryngeal cancer,0,Guyana,1.3,0.0
Leukemia,0,Guyana,4.0,0.0
Liver cancer,0,Guyana,3.5,0.0
Lung cancer,0,Guyana,4.3,0.0
Mesothelioma,0,Guyana,0.0,0.0
Mouth cancer,0,Guyana,1.1,0.0
Multiple myeloma,0,Guyana,0.34,0.0
Non-Hodgkin lymphoma,0,Guyana,5.9,0.0
Ovarian cancer,0,Guyana,4.5,0.0
Pancreatic cancer,0,Guyana,2.0,0.0
Penile cancer,0,Guyana,0.99,0.0
Prostate cancer,0,Guyana,61.9,0.0
Rectal cancer,0,Guyana,1.3,0.0
Salivary gland cancer,0,Guyana,0.08,0.0
Skin cancer,0,Guyana,0.21,0.0
Stomach cancer,0,Guyana,4.5,0.0
Testicular cancer,0,Guyana,0.28,0.0
Throat cancer,0,Guyana,0.6,0.0
Thyroid cancer,0,Guyana,0.85,0.0
Uterine cancer,0,Guyana,7.0,0.0
Vaginal cancer,0,Guyana,0.0,0.0
Vulvar cancer,0,Guyana,0.67,0.0
Anal cancer,0,Madagascar,1.4,0.0
Bladder cancer,0,Madagascar,5.0,0.0
Brain cancer,0,Madagascar,1.2,0.0
Breast cancer,0,Madagascar,30.3,0.0
Cervical cancer,0,Madagascar,41.8,0.0
Colon cancer,0,Madagascar,2.0,0.0
Colorectal cancer,0,Madagascar,5.7,0.0
Esophageal cancer,0,Madagascar,4.2,0.0
Gallbladder cancer,0,Madagascar,0.17,0.0
Hodgkin lymphoma,0,Madagascar,0.69,0.0
Kaposi sarcoma,0,Madagascar,0.03,0.0
Kidney cancer,0,Madagascar,0.97,0.0
Laryngeal cancer,0,Madagascar,0.68,0.0
Leukemia,0,Madagascar,2.9,0.0
Liver cancer,0,Madagascar,5.5,0.0
Lung cancer,0,Madagascar,2.1,0.0
Mesothelioma,0,Madagascar,0.08,0.0
Mouth cancer,0,Madagascar,2.3,0.0
Multiple myeloma,0,Madagascar,0.33,0.0
Non-Hodgkin lymphoma,0,Madagascar,4.1,0.0
Ovarian cancer,0,Madagascar,2.8,0.0
Pancreatic cancer,0,Madagascar,1.3,0.0
Penile cancer,0,Madagascar,0.11,0.0
Prostate cancer,0,Madagascar,33.4,0.0
Rectal cancer,0,Madagascar,2.3,0.0
Salivary gland cancer,0,Madagascar,0.55,0.0
Skin cancer,0,Madagascar,4.1,0.0
Stomach cancer,0,Madagascar,4.4,0.0
Testicular cancer,0,Madagascar,0.24,0.0
Throat cancer,0,Madagascar,2.36,0.0
Thyroid cancer,1,Madagascar,1.0,0.03151885385344149
Uterine cancer,0,Madagascar,1.9,0.0
Vaginal cancer,0,Madagascar,0.54,0.0
Vulvar cancer,0,Madagascar,1.9,0.0
Anal cancer,0,Türkiye,0.24,0.0
Bladder cancer,32,Türkiye,11.6,0.37354836769635896
Brain cancer,18,Türkiye,6.4,0.21012095682920193
Breast cancer,196,Türkiye,46.8,2.2879837521401987
Cervical cancer,16,Türkiye,4.8,0.18677418384817948
Colon cancer,13,Türkiye,12.4,0.15175402437664584
Colorectal cancer,40,Türkiye,19.8,0.4669354596204487
Esophageal cancer,0,Türkiye,1.2,0.0
Gallbladder cancer,0,Türkiye,0.7,0.0
Hodgkin lymphoma,13,Türkiye,1.9,0.15175402437664584
Kaposi sarcoma,1,Türkiye,0.5,0.011673386490511218
Kidney cancer,6,Türkiye,5.3,0.07004031894306731
Laryngeal cancer,4,Türkiye,3.8,0.04669354596204487
Leukemia,97,Türkiye,6.8,1.1323184895795881
Liver cancer,11,Türkiye,4.7,0.1284072513956234
Lung cancer,11,Türkiye,37.9,0.1284072513956234
Mesothelioma,13,Türkiye,0.82,0.15175402437664584
Mouth cancer,0,Türkiye,2.1,0.0
Multiple myeloma,24,Türkiye,2.6,0.28016127577226924
Non-Hodgkin lymphoma,12,Türkiye,6.6,0.14008063788613462
Ovarian cancer,21,Türkiye,6.9,0.24514111630073557
Pancreatic cancer,14,Türkiye,7.7,0.16342741086715704
Penile cancer,0,Türkiye,0.04,0.0
Prostate cancer,52,Türkiye,35.3,0.6070160975065834
Rectal cancer,18,Türkiye,7.2,0.21012095682920193
Salivary gland cancer,0,Türkiye,0.54,0.0
Skin cancer,23,Türkiye,9.0,0.268487889281758
Stomach cancer,9,Türkiye,11.7,0.10506047841460096
Testicular cancer,2,Türkiye,3.8,0.023346772981022435
Throat cancer,0,Türkiye,1.35,0.0
Thyroid cancer,22,Türkiye,15.6,0.2568145027912468
Uterine cancer,16,Türkiye,14.3,0.18677418384817948
Vaginal cancer,0,Türkiye,0.16,0.0
Vulvar cancer,0,Türkiye,0.5,0.0
Anal cancer,0,French Guiana,0.69,0.0
Bladder cancer,0,French Guiana,6.0,0.0
Brain cancer,0,French Guiana,2.0,0.0
Breast cancer,0,French Guiana,55.7,0.0
Cervical cancer,0,French Guiana,12.3,0.0
Colon cancer,0,French Guiana,11.8,0.0
Colorectal cancer,0,French Guiana,16.2,0.0
Esophageal cancer,0,French Guiana,1.8,0.0
Gallbladder cancer,0,French Guiana,0.36,0.0
Hodgkin lymphoma,0,French Guiana,0.36,0.0
Kaposi sarcoma,0,French Guiana,0.0,0.0
Kidney cancer,0,French Guiana,2.5,0.0
Laryngeal cancer,0,French Guiana,1.8,0.0
Leukemia,0,French Guiana,6.9,0.0
Liver cancer,0,French Guiana,3.8,0.0
Lung cancer,0,French Guiana,15.0,0.0
Mesothelioma,0,French Guiana,0.38,0.0
Mouth cancer,0,French Guiana,1.3,0.0
Multiple myeloma,0,French Guiana,3.5,0.0
Non-Hodgkin lymphoma,0,French Guiana,7.7,0.0
Ovarian cancer,0,French Guiana,8.1,0.0
Pancreatic cancer,0,French Guiana,7.6,0.0
Penile cancer,0,French Guiana,1.5,0.0
Prostate cancer,0,French Guiana,94.1,0.0
Rectal cancer,0,French Guiana,3.7,0.0
Salivary gland cancer,0,French Guiana,0.36,0.0
Skin cancer,0,French Guiana,11.3,0.0
Stomach cancer,0,French Guiana,8.6,0.0
Testicular cancer,0,French Guiana,0.66,0.0
Throat cancer,0,French Guiana,2.41,0.0
Thyroid cancer,0,French Guiana,4.2,0.0
Uterine cancer,0,French Guiana,7.6,0.0
Vaginal cancer,0,French Guiana,0.0,0.0
Vulvar cancer,0,French Guiana,0.0,0.0
Anal cancer,0,Tunisia,0.52,0.0
Bladder cancer,0,Tunisia,8.9,0.0
Brain cancer,0,Tunisia,3.3,0.0
Breast cancer,7,Tunisia,36.2,0.5846893741643641
Cervical cancer,0,Tunisia,5.3,0.0
Colon cancer,1,Tunisia,6.6,0.08352705345205201
Colorectal cancer,0,Tunisia,11.9,0.0
Esophageal cancer,0,Tunisia,0.7,0.0
Gallbladder cancer,0,Tunisia,1.1,0.0
Hodgkin lymphoma,0,Tunisia,2.0,0.0
Kaposi sarcoma,0,Tunisia,0.41,0.0
Kidney cancer,0,Tunisia,2.2,0.0
Laryngeal cancer,0,Tunisia,3.1,0.0
Leukemia,6,Tunisia,5.3,0.501162320712312
Liver cancer,0,Tunisia,4.1,0.0
Lung cancer,0,Tunisia,20.1,0.0
Mesothelioma,0,Tunisia,0.15,0.0
Mouth cancer,0,Tunisia,1.8,0.0
Multiple myeloma,2,Tunisia,1.4,0.16705410690410402
Non-Hodgkin lymphoma,0,Tunisia,5.8,0.0
Ovarian cancer,0,Tunisia,4.6,0.0
Pancreatic cancer,0,Tunisia,3.3,0.0
Penile cancer,0,Tunisia,0.12,0.0
Prostate cancer,1,Tunisia,16.8,0.08352705345205201
Rectal cancer,0,Tunisia,4.8,0.0
Salivary gland cancer,0,Tunisia,0.28,0.0
Skin cancer,0,Tunisia,3.49,0.0
Stomach cancer,0,Tunisia,3.5,0.0
Testicular cancer,0,Tunisia,0.68,0.0
Throat cancer,0,Tunisia,3.45,0.0
Thyroid cancer,0,Tunisia,2.5,0.0
Uterine cancer,0,Tunisia,4.0,0.0
Vaginal cancer,0,Tunisia,0.19,0.0
Vulvar cancer,0,Tunisia,0.54,0.0
Anal cancer,0,Samoa,0.0,0.0
Bladder cancer,0,Samoa,4.9,0.0
Brain cancer,0,Samoa,2.2,0.0
Breast cancer,0,Samoa,88.8,0.0
Cervical cancer,0,Samoa,13.3,0.0
Colon cancer,0,Samoa,15.2,0.0
Colorectal cancer,0,Samoa,25.3,0.0
Esophageal cancer,0,Samoa,2.5,0.0
Gallbladder cancer,0,Samoa,0.0,0.0
Hodgkin lymphoma,0,Samoa,0.0,0.0
Kaposi sarcoma,0,Samoa,0.0,0.0
Kidney cancer,0,Samoa,7.8,0.0
Laryngeal cancer,0,Samoa,1.8,0.0
Leukemia,0,Samoa,3.3,0.0
Liver cancer,0,Samoa,5.5,0.0
Lung cancer,0,Samoa,33.3,0.0
Mesothelioma,0,Samoa,0.0,0.0
Mouth cancer,0,Samoa,1.8,0.0
Multiple myeloma,0,Samoa,2.8,0.0
Non-Hodgkin lymphoma,0,Samoa,8.4,0.0
Ovarian cancer,0,Samoa,14.2,0.0
Pancreatic cancer,0,Samoa,6.1,0.0
Penile cancer,0,Samoa,0.0,0.0
Prostate cancer,0,Samoa,49.1,0.0
Rectal cancer,0,Samoa,10.1,0.0
Salivary gland cancer,0,Samoa,0.0,0.0
Skin cancer,0,Samoa,0.0,0.0
Stomach cancer,0,Samoa,11.7,0.0
Testicular cancer,0,Samoa,3.9,0.0
Throat cancer,0,Samoa,2.2,0.0
Thyroid cancer,0,Samoa,9.9,0.0
Uterine cancer,0,Samoa,26.2,0.0
Vaginal cancer,0,Samoa,0.0,0.0
Vulvar cancer,0,Samoa,0.0,0.0
Anal cancer,0,Moldova,0.18,0.0
Bladder cancer,0,Moldova,7.2,0.0
Brain cancer,0,Moldova,6.2,0.0
Breast cancer,0,Moldova,46.6,0.0
Cervical cancer,0,Moldova,14.2,0.0
Colon cancer,0,Moldova,16.3,0.0
Colorectal cancer,0,Moldova,27.5,0.0
Esophageal cancer,0,Moldova,2.1,0.0
Gallbladder cancer,0,Moldova,0.31,0.0
Hodgkin lymphoma,0,Moldova,1.5,0.0
Kaposi sarcoma,0,Moldova,0.06,0.0
Kidney cancer,0,Moldova,5.8,0.0
Laryngeal cancer,0,Moldova,5.5,0.0
Leukemia,0,Moldova,5.0,0.0
Liver cancer,0,Moldova,10.1,0.0
Lung cancer,0,Moldova,22.3,0.0
Mesothelioma,0,Moldova,0.04,0.0
Mouth cancer,0,Moldova,4.4,0.0
Multiple myeloma,0,Moldova,1.2,0.0
Non-Hodgkin lymphoma,0,Moldova,5.8,0.0
Ovarian cancer,1,Moldova,6.9,0.4199386889514131
Pancreatic cancer,0,Moldova,8.1,0.0
Penile cancer,0,Moldova,0.62,0.0
Prostate cancer,0,Moldova,34.6,0.0
Rectal cancer,0,Moldova,11.0,0.0
Salivary gland cancer,0,Moldova,0.21,0.0
Skin cancer,0,Moldova,24.1,0.0
Stomach cancer,0,Moldova,9.6,0.0
Testicular cancer,0,Moldova,1.9,0.0
Throat cancer,0,Moldova,6.029999999999999,0.0
Thyroid cancer,0,Moldova,7.4,0.0
Uterine cancer,0,Moldova,15.2,0.0
Vaginal cancer,0,Moldova,0.07,0.0
Vulvar cancer,0,Moldova,0.95,0.0
Anal cancer,0,Nepal,0.15,0.0
Bladder cancer,0,Nepal,1.7,0.0
Brain cancer,0,Nepal,1.1,0.0
Breast cancer,1,Nepal,14.4,0.03343157759602886
Cervical cancer,2,Nepal,14.2,0.06686315519205772
Colon cancer,0,Nepal,2.6,0.0
Colorectal cancer,0,Nepal,4.4,0.0
Esophageal cancer,0,Nepal,0.97,0.0
Gallbladder cancer,0,Nepal,4.4,0.0
Hodgkin lymphoma,0,Nepal,0.31,0.0
Kaposi sarcoma,0,Nepal,0.0,0.0
Kidney cancer,0,Nepal,0.53,0.0
Laryngeal cancer,0,Nepal,1.8,0.0
Leukemia,0,Nepal,2.4,0.0
Liver cancer,0,Nepal,2.1,0.0
Lung cancer,0,Nepal,9.3,0.0
Mesothelioma,0,Nepal,0.03,0.0
Mouth cancer,0,Nepal,3.6,0.0
Multiple myeloma,0,Nepal,0.47,0.0
Non-Hodgkin lymphoma,0,Nepal,2.1,0.0
Ovarian cancer,0,Nepal,4.1,0.0
Pancreatic cancer,0,Nepal,1.4,0.0
Penile cancer,0,Nepal,1.5,0.0
Prostate cancer,0,Nepal,3.0,0.0
Rectal cancer,0,Nepal,1.7,0.0
Salivary gland cancer,0,Nepal,0.48,0.0
Skin cancer,1,Nepal,1.05,0.03343157759602886
Stomach cancer,0,Nepal,6.5,0.0
Testicular cancer,0,Nepal,0.18,0.0
Throat cancer,0,Nepal,0.8300000000000001,0.0
Thyroid cancer,0,Nepal,2.5,0.0
Uterine cancer,0,Nepal,1.3,0.0
Vaginal cancer,0,Nepal,0.23,0.0
Vulvar cancer,0,Nepal,0.16,0.0
Anal cancer,0,Poland,0.6,0.0
Bladder cancer,6,Poland,12.9,0.16042351808775165
Brain cancer,9,Poland,6.7,0.2406352771316275
Breast cancer,56,Poland,66.0,1.4972861688190156
Cervical cancer,15,Poland,11.3,0.40105879521937915
Colon cancer,5,Poland,17.2,0.1336862650731264
Colorectal cancer,27,Poland,30.9,0.7219058313948825
Esophageal cancer,2,Poland,2.7,0.05347450602925055
Gallbladder cancer,0,Poland,1.2,0.0
Hodgkin lymphoma,5,Poland,2.1,0.1336862650731264
Kaposi sarcoma,0,Poland,0.07,0.0
Kidney cancer,12,Poland,7.6,0.3208470361755033
Laryngeal cancer,3,Poland,4.3,0.08021175904387583
Leukemia,99,Poland,6.9,2.6469880484479025
Liver cancer,3,Poland,3.3,0.08021175904387583
Lung cancer,3,Poland,36.5,0.08021175904387583
Mesothelioma,1,Poland,0.48,0.026737253014625276
Mouth cancer,0,Poland,5.6,0.0
Multiple myeloma,27,Poland,2.8,0.7219058313948825
Non-Hodgkin lymphoma,10,Poland,5.6,0.2673725301462528
